Position,Frame,mean_curved,volume_curved,mean_background
10,198,141.24878836833602,2476.0,127.41981747066492
10,199,115.89696032972695,1941.0,108.36019736842105
10,2,147.09660146432083,9151.0,155.89541639767592
10,20,137.40049987503124,40010.0,148.5343542707395
10,200,124.66426886792453,8480.0,120.9082489146165
10,201,161.43167117006467,12213.0,143.89537444933922
10,202,120.68912616593029,8148.0,108.75619979042962
10,203,,,
10,204,,,
10,205,,,
10,206,,,
10,207,,,
10,208,,,
10,209,120.25021422450729,1167.0,115.80905511811024
10,21,137.69563399629695,33486.0,151.56363062684056
10,210,160.30492294563027,100773.0,133.539265129683
10,211,153.17841040834728,7763.0,142.09891936824604
10,212,,,
10,213,,,
10,214,,,
10,215,,,
10,216,,,
10,217,,,
10,218,,,
10,219,,,
10,22,136.46202117923912,38245.0,150.63810238139882
10,220,,,
10,221,141.11099899091826,991.0,139.08168316831683
10,222,,,
10,223,,,
10,224,,,
10,225,,,
10,226,,,
10,227,,,
10,228,,,
10,229,,,
10,23,141.40996754579027,26807.0,156.83972911963883
10,230,,,
10,231,,,
10,232,,,
10,233,,,
10,234,,,
10,235,,,
10,236,,,
10,237,,,
10,238,,,
10,239,,,
10,24,134.6919139636531,34776.0,144.22262240825464
10,240,,,
10,241,,,
10,25,131.647900258815,35933.0,139.12937267930428
10,26,137.76027039724383,38314.0,152.61274051933495
10,27,138.98183126461595,38913.0,153.70303764442787
10,28,136.11600130479513,39853.0,150.3949397799151
10,29,135.44467772412347,42867.0,149.21155320780437
10,3,130.21511270941144,22802.0,145.27760497667185
10,30,138.34070342798555,44866.0,152.69256844850065
10,31,135.249789920493,46411.0,149.9169868047436
10,32,133.53898256819153,49163.0,144.36632545536656
10,33,135.09825331253535,58339.0,148.28182644842818
10,34,135.1358608225925,50353.0,151.31676042356057
10,35,134.1938675217118,62063.0,148.38342765748033
10,36,137.4232705745934,65542.0,152.08877119979826
10,37,135.74283089952363,64234.0,149.3820282085647
10,38,134.13515486656934,64378.0,149.5401289979387
10,39,133.67303190471281,67921.0,143.03705087489882
10,4,129.8241259203739,22681.0,145.36643392810964
10,40,135.29486833342332,55557.0,149.32827233498483
10,41,134.00425688906546,70474.0,148.06012451823304
10,42,134.00310489420954,62482.0,147.8981073004127
10,43,136.88025851938895,76590.0,148.95616226504876
10,44,136.2724243013681,77115.0,145.87179631294964
10,45,138.3885091923877,77401.0,146.37152239915733
10,46,140.1171831783155,77733.0,144.21229117664797
10,47,141.37651084086428,80667.0,148.161634955885
10,48,139.06368359309536,83538.0,144.3423321638818
10,49,140.53306608582815,86312.0,145.7830719632807
10,5,130.3920587844717,22591.0,144.37260981912144
10,50,139.4158853157691,90335.0,144.25643082517783
10,51,138.90325598441447,103686.0,144.93131715450167
10,52,137.09608791408397,88086.0,143.96169908781184
10,53,137.2158856437855,94022.0,146.03575846171145
10,54,136.37524956168355,98673.0,147.385185561253
10,55,131.86989817037835,96632.0,143.87370095440085
10,56,132.18198458791892,88502.0,143.55947857602152
10,57,130.57878055502556,94338.0,142.90817469204927
10,58,132.94786826653052,97925.0,145.9716636667524
10,59,134.00895699012486,98024.0,146.60279548010496
10,6,126.26219837101317,26274.0,138.81288803254122
10,60,133.19100704366343,109886.0,144.20390541976622
10,61,136.9980684208267,93188.0,148.60394956531752
10,62,130.51730778090018,108535.0,140.96524137931036
10,63,128.0109393845895,106953.0,141.10236488127035
10,64,128.9578868237153,130363.0,142.08599945839296
10,65,130.0243639516038,132655.0,143.66929043157734
10,66,129.3328805150316,118517.0,144.4141556668184
10,67,132.9728494662592,138082.0,148.08217690358393
10,68,127.21109892119217,142194.0,139.795484217802
10,69,131.223054505356,126960.0,145.25725121751498
10,7,126.26982433410814,26243.0,140.11340425531915
10,70,131.21329639889197,133570.0,143.02203001404598
10,71,131.57721047002198,134632.0,144.96887612865643
10,72,130.76030310157844,157307.0,141.40940904827187
10,73,135.9104249688194,164365.0,145.9037653975364
10,74,132.91426243450437,168141.0,140.61583220568335
10,75,133.2643402551448,171824.0,139.21298901393354
10,76,137.7800539949862,155570.0,143.09809318653262
10,77,134.64441971117728,179695.0,138.05236956100083
10,78,135.36307341451703,183288.0,137.66825412574
10,79,134.632699692171,189066.0,135.95988631225373
10,8,126.7572466629808,25322.0,136.71826371826373
10,80,132.986969992125,193016.0,136.40603540603541
10,81,134.34647586178846,172113.0,140.7274397947854
10,82,131.1392570468546,176781.0,135.90778505507592
10,83,135.53469436534823,192452.0,146.68354958778306
10,84,134.47230484630046,177847.0,146.11905373189072
10,85,129.3280557760119,199082.0,137.91572162597672
10,86,129.32236711052542,195783.0,136.4806079334048
10,87,129.99543133838486,197432.0,136.54622748456984
10,88,130.5648127507802,197384.0,137.4633960829055
10,89,132.2285364762967,194551.0,138.6916596733587
10,9,126.46357950351579,25741.0,137.80339853783838
10,90,133.5738036119122,194523.0,138.62817923635217
10,91,135.5330480937007,191418.0,138.796734006734
10,92,138.3938517588457,194332.0,142.38834241658913
10,93,138.01432818733537,171201.0,142.56463229719483
10,94,134.76011424120472,192575.0,137.97672290744063
10,95,136.06269430051813,194930.0,143.43791160544416
10,96,133.8911788207987,210244.0,139.59882401815102
10,97,135.73531507448993,214727.0,142.72332127693033
10,98,134.80608539712182,202419.0,141.6637194008038
10,99,139.9258237864651,169340.0,148.04998446308875
11,1,134.43482243897182,18557.0,151.85082697201017
11,10,125.44917282834193,18799.0,148.48938948743063
11,100,137.79844339149471,169471.0,147.43771379086382
11,101,136.72092712848993,172317.0,145.94966066110052
11,102,139.8795249052079,123428.0,148.94466403162056
11,103,143.27020671397995,71016.0,148.15063597182802
11,104,135.8319023986094,123113.0,141.83718059498827
11,105,135.43630948854792,185687.0,144.26674349541244
11,106,134.39802697621786,219156.0,140.87774374680959
11,107,134.8869698589389,215155.0,142.44387329350113
11,108,136.35220791953535,228473.0,144.32932289604338
11,109,135.31300685493915,216778.0,142.9402641584951
11,11,125.93350356420896,18798.0,148.0
11,110,138.05048644956432,216672.0,145.7281288476257
11,111,137.2693099474599,255995.0,144.01986561495764
11,112,141.06532060572744,60027.0,146.95958051125191
11,113,135.49579344357412,120645.0,142.4475727542453
11,114,135.52470757891365,124820.0,143.63643684569163
11,115,135.0690073583581,115379.0,141.68494922708751
11,116,134.30900545710452,121493.0,141.2895616754818
11,117,135.42570281124497,120267.0,140.99751080833224
11,118,135.30152686259757,131577.0,139.62894379902104
11,119,135.86959992180883,122776.0,140.22526551145893
11,12,126.6522943252783,18415.0,145.37414965986395
11,120,136.29472248238793,196456.0,139.1277591119806
11,121,138.18788725549751,181082.0,140.45771830597323
11,122,138.5181959655871,170285.0,141.26665154264973
11,123,138.56841600161633,197980.0,141.36550487950606
11,124,138.18245954522803,228774.0,140.3483199764723
11,125,137.31252492500823,230692.0,141.27766976308777
11,126,136.48642922142892,220879.0,138.63978226702955
11,127,137.8543419381127,208605.0,138.41893600876824
11,128,138.5830536685702,147796.0,138.78851160772402
11,129,136.65753178071307,161104.0,137.54834443822796
11,13,125.78173092834685,18129.0,143.67016049787094
11,130,140.8668377196499,162133.0,140.73471259682023
11,131,139.37509800283684,167087.0,139.52329971801367
11,132,137.60889515270065,246921.0,138.87599816729937
11,133,137.94404843447066,172274.0,138.46056277056277
11,134,136.96277052149873,167824.0,139.2999467707594
11,135,139.8871104815864,98840.0,141.49151659473137
11,136,138.61212236869147,136244.0,139.7591173589906
11,137,140.39677208967282,102729.0,142.39464140330102
11,138,137.75528208550145,311714.0,139.28941275520944
11,139,139.00614473473598,224908.0,140.44069293478262
11,14,128.10036010646627,19161.0,147.77386934673368
11,140,138.44292591206246,229754.0,139.78630200105317
11,141,139.38333685006418,227484.0,140.33890962410024
11,142,139.09731774415405,226824.0,139.6338229429749
11,143,139.6628619227603,225946.0,140.18920430249005
11,144,140.8583121937736,224303.0,139.86127186636853
11,145,141.0146787640775,217457.0,141.2947137017827
11,146,141.24967628178638,217782.0,141.55760542168676
11,147,141.4996626776602,220857.0,141.37293640960385
11,148,142.3525732804269,220011.0,141.77699056447608
11,149,143.26216936285914,219198.0,141.4116485013624
11,15,142.7415736014958,19789.0,155.7937169418176
11,150,144.44434989235012,215049.0,141.36189421979316
11,151,144.11594580268383,215066.0,141.64911373198152
11,152,144.57990932797657,217046.0,141.571697467488
11,153,145.12239216045427,218380.0,141.94826611696647
11,154,146.05403541367565,213138.0,140.3620416915668
11,155,145.73523319088895,222543.0,142.29850206950923
11,156,145.74448962504064,224531.0,142.7654028436019
11,157,145.64302180567628,211688.0,141.96652426406783
11,158,145.62347733908612,215084.0,142.19924035450123
11,159,146.92581245001975,207582.0,142.8643395895457
11,16,141.9109413037598,29576.0,156.12882411836688
11,160,147.07332688806838,194458.0,142.55945747800587
11,161,147.00790398126463,194712.0,141.62356889800486
11,162,146.40080971659918,201058.0,140.16704248541464
11,163,147.1233215691047,197208.0,141.72879220249786
11,164,146.910522776856,206723.0,141.46049207065275
11,165,146.95351064398673,205703.0,141.62546382978724
11,166,147.20467323052665,213086.0,141.54693635133796
11,167,147.7146716230641,213596.0,140.43158500660277
11,168,147.13457464845797,227071.0,141.21740636910573
11,169,148.323568145779,223242.0,140.8521728248287
11,17,138.66575504958976,30349.0,150.01010774186383
11,170,147.4558993770787,217684.0,139.79521276595744
11,171,148.1052834399043,223169.0,140.62593843843842
11,172,147.44551780377537,223183.0,140.70733921973823
11,173,148.16888029011687,218119.0,139.62851158615646
11,174,146.20649396556078,99015.0,140.1444806369888
11,175,148.04660503319886,110546.0,142.38221550302364
11,176,150.47254619453764,190174.0,140.00089672694665
11,177,149.56597831767687,149246.0,141.18285190773872
11,178,147.04924115946045,158729.0,140.31711048429506
11,179,147.68860441558903,168811.0,140.43205394190872
11,18,137.70091853923657,31463.0,150.5682087781732
11,180,146.1179722893247,136193.0,140.8441491788321
11,181,146.17837847178222,173614.0,141.27742480117297
11,182,146.41070280237702,129069.0,139.29264273101825
11,183,146.7711022199277,123968.0,139.30462334303266
11,184,147.83532443386147,122629.0,139.7245241486469
11,185,146.6887732224342,113737.0,139.50902044634506
11,186,146.98677737901193,136811.0,136.92782531392376
11,187,147.59756076403949,115282.0,137.19445752337393
11,188,150.83572609327254,99815.0,141.97386345635988
11,189,147.92257857747865,131049.0,137.8127372416702
11,19,141.78398952843511,29031.0,155.92957280052985
11,190,147.38705115763204,108195.0,138.59266462906362
11,191,148.132350889779,100362.0,140.2309778514389
11,192,149.44735582987533,114951.0,138.0867003906
11,193,152.2602745551662,117572.0,142.26058631921825
11,194,148.4108304084545,129635.0,137.68720296742785
11,195,149.66877676549504,133801.0,137.9165249821752
11,196,145.1361701826319,141213.0,139.22320049428484
11,197,155.2300798413889,149296.0,142.12718608764
11,198,151.9395339645562,172047.0,140.70531775853618
11,199,148.0415972110197,223164.0,139.63324652777777
11,2,133.0033795962509,22192.0,147.85577915376678
11,20,141.7281954095599,23745.0,155.27240044247787
11,200,154.00006971394046,172132.0,139.65830278032385
11,201,153.89812312611295,175771.0,141.12275144247087
11,202,154.54115063518645,163023.0,139.18889118315093
11,203,155.28591820312772,142915.0,140.7250942380183
11,204,154.41746060065418,168150.0,140.2753388457932
11,205,154.982502263715,160135.0,141.33304600797328
11,206,155.4088283051725,169976.0,141.23952688923848
11,207,152.75224400965817,184714.0,140.99172221027737
11,208,162.73844525133958,107683.0,142.80695868282075
11,209,162.2030148923353,71379.0,141.94103333603698
11,21,136.93608027878162,30992.0,149.1650901999025
11,210,159.33592777085929,57816.0,142.3495145631068
11,211,158.08058160076098,44154.0,141.52969150103647
11,212,156.73675346951504,32065.0,142.26190137842832
11,213,158.570234626591,26084.0,143.35107552205997
11,214,150.2224554039874,19060.0,140.9132089836315
11,215,150.07297576070138,15512.0,141.06182237600922
11,216,146.94906413010125,16295.0,140.64073409136245
11,217,135.3821012598051,8414.0,140.20518358531316
11,218,138.66161796151104,5612.0,142.36998584237847
11,219,136.42011124441052,9169.0,140.03372352285396
11,22,139.73149654006824,31359.0,153.76401148569605
11,220,137.58174496644295,7450.0,140.5891677675033
11,221,138.69149459193707,8136.0,141.1916558018253
11,222,138.8266508030934,8405.0,141.29210084033613
11,223,141.54228023203927,8964.0,141.57987220447285
11,224,146.34826855123674,7075.0,143.88020609703736
11,225,148.66526817099444,8819.0,142.9503597122302
11,226,149.18054162487462,10967.0,142.73192239858906
11,227,151.97036280020438,11742.0,142.63474770642202
11,228,154.45305855413804,12228.0,142.9268361581921
11,229,152.0394352135777,14023.0,141.42104013298504
11,23,139.98395364386005,35896.0,155.36724518170487
11,230,153.26272238311958,14502.0,141.56485455412493
11,231,153.68588387801051,14657.0,141.33500357909807
11,232,161.06798964624676,11590.0,143.34909769757311
11,233,156.96885860306645,14675.0,141.80205594071242
11,234,155.6850306833069,14503.0,142.2067272280874
11,235,152.40714237034007,14673.0,141.9216065811759
11,236,150.81508483563096,15088.0,141.89421015010723
11,237,150.81575456053068,12060.0,143.67002134797195
11,238,148.1677980079934,15763.0,141.8830357142857
11,239,147.15824684256597,15994.0,142.07478728168383
11,24,134.7800915924998,34719.0,145.6716777488677
11,240,148.03491816056118,12830.0,144.02429488969562
11,241,148.39282497748425,13324.0,144.08987238664133
11,25,133.8897501901363,34186.0,146.1931184421968
11,26,139.87362204724408,35560.0,154.27451760493335
11,27,135.79845829206323,46442.0,148.63565492388028
11,28,135.99094195009363,45926.0,147.3040034876117
11,29,136.62699985140424,40378.0,152.64249851076505
11,3,131.36200399024605,22555.0,148.61400448542238
11,30,137.53705341691344,52006.0,152.07366966136834
11,31,133.92714301977006,52706.0,142.43252732692946
11,32,132.05389472424216,33417.0,144.75684656812192
11,33,128.9958111195735,44642.0,139.3203388436549
11,34,136.77971778637337,46277.0,148.71277033138722
11,35,135.35808066662,57124.0,146.65873224618622
11,36,131.36241121456393,48009.0,142.9302520304781
11,37,134.0182115885852,59852.0,147.70576814680277
11,38,136.21866487304524,59470.0,151.25993166744826
11,39,133.93522217061465,64590.0,149.57557359238191
11,4,130.12168813488324,19098.0,151.84801043705153
11,40,135.25693350291388,52679.0,152.1688023656974
11,41,132.81589153204874,65494.0,147.51057537769205
11,42,134.36187455954897,68112.0,148.3528802825478
11,43,133.1750989380178,70246.0,147.36918797992624
11,44,132.35818674453537,71231.0,145.72468245794713
11,45,139.0517036268798,65566.0,153.48194058559523
11,46,134.67118175755073,62974.0,150.5961394583271
11,47,134.96896614488534,76916.0,146.62288089248605
11,48,135.86645498943855,74327.0,145.34053466900005
11,49,138.42406321564286,79474.0,147.9725087959926
11,5,129.2873329156224,19152.0,151.83202614379084
11,50,140.37989190517135,81410.0,148.73272987136733
11,51,141.97688108236412,84260.0,147.72448620082207
11,52,143.47166721643654,84884.0,149.87167818416765
11,53,140.0577039516525,87533.0,145.46205133903766
11,54,139.42000089110675,89776.0,146.53791507453852
11,55,137.12029715874533,92072.0,144.72107351712614
11,56,136.00019225018156,93628.0,146.45746164574618
11,57,135.26135953933476,97077.0,147.66569676815962
11,58,133.37363049449158,98667.0,147.4138037282391
11,59,131.11581368602646,95645.0,144.80524246395805
11,6,128.487009496506,22324.0,148.9981313400961
11,60,135.31697700697651,81416.0,150.85316740666624
11,61,131.02284492562436,109915.0,143.54128751005206
11,62,131.33494265496628,96521.0,144.59281590107813
11,63,133.91875900944513,92958.0,146.78672832867284
11,64,135.31092308281328,78357.0,149.29643160023485
11,65,131.2400548407509,94820.0,144.43191329541796
11,66,133.17814673756158,107389.0,147.7822649776169
11,67,137.324062640731,137674.0,150.38361312954146
11,68,135.1367282603424,103095.0,153.7870472614841
11,69,130.51804293067573,109572.0,145.7855160496413
11,7,127.41294323421847,18867.0,150.66155852624715
11,70,131.5369867621267,124869.0,147.22604454419888
11,71,129.35787032206804,124601.0,144.90251056854456
11,72,130.05041762623313,145465.0,144.91681682786012
11,73,132.26204078680937,138280.0,147.31130696125416
11,74,131.82160462536456,136119.0,145.53917629331994
11,75,136.7318893338187,120868.0,151.4905869324474
11,76,134.53243443174176,148700.0,146.02715551974214
11,77,136.62033496988056,143595.0,149.16218318797854
11,78,135.46586581916785,171485.0,145.46291714037318
11,79,139.07073384608177,149391.0,147.96106153667864
11,8,127.50432213590108,18278.0,145.6544382574517
11,80,139.75597236843117,130141.0,147.56069288019495
11,81,137.81244157937147,186150.0,145.16521516393442
11,82,142.80096755312022,141801.0,151.80077423698384
11,83,142.62404199692335,144963.0,153.5057944495273
11,84,138.18123712641503,174291.0,149.42790802187102
11,85,137.05167934580055,182452.0,149.91614408633512
11,86,135.3276439790576,181450.0,148.79608285645202
11,87,132.56259266511876,178735.0,146.06468620463966
11,88,133.46204465467878,176734.0,147.03898860504952
11,89,131.57334431647126,203949.0,144.8622741567491
11,9,126.01884706501711,18995.0,149.90509778775248
11,90,138.05710668245197,121632.0,152.85783816670047
11,91,138.81374235943824,122046.0,152.9421137555466
11,92,140.30277488243067,121843.0,153.2012421115897
11,93,141.93177411748266,114502.0,153.338934130502
11,94,143.00094398432628,112290.0,155.14203745804915
11,95,143.81636459126037,93299.0,153.1815451243364
11,96,138.48277325228563,202679.0,148.2322549325566
11,97,134.23500382669542,201218.0,144.40785627483825
11,98,135.0242528324389,209625.0,144.08022086123188
11,99,141.70434685356398,134120.0,151.50389550870761
12,1,127.20587544065805,21275.0,149.4266004415011
12,10,139.83150213872347,23846.0,154.9155808150818
12,100,131.26161942117483,276111.0,137.667987275882
12,101,130.505913971874,324824.0,135.7358219178082
12,102,130.20652741672941,329288.0,134.47524954165817
12,103,132.32561313900752,295243.0,137.61647315940445
12,104,132.85343810358808,303394.0,138.3564847243925
12,105,132.40473210306953,305192.0,138.55137089484785
12,106,132.18978402737156,306011.0,138.15885516711487
12,107,131.66330862892124,310201.0,137.50599758486516
12,108,130.4205694689746,349343.0,134.70081350461277
12,109,130.51442653163016,354867.0,135.50663271211945
12,11,129.38250803457206,32049.0,136.01564356435642
12,110,131.38307062195824,357934.0,134.59190218480657
12,111,131.96267812569118,316490.0,136.22104889762062
12,112,132.3626522874192,321760.0,137.22226322587449
12,113,131.94514980913567,348677.0,134.08754939357254
12,114,131.13743477623882,354932.0,134.25359679055612
12,115,132.0013683328679,322290.0,136.24909842322776
12,116,130.19935577128493,360431.0,133.87213549593426
12,117,131.6443040578428,354893.0,134.2626636901337
12,118,130.93199052859688,358553.0,135.38507490333186
12,119,131.1167665493732,363760.0,133.19909379247846
12,12,133.10699681962745,39618.0,144.0205235439901
12,120,132.42708536036162,359722.0,135.1274037314501
12,121,131.9323076167907,366703.0,134.02550763166337
12,122,133.02525904798676,367789.0,134.4445993509165
12,123,132.55823182764675,367385.0,135.22488299177533
12,124,133.3069743120111,369083.0,134.85754561652794
12,125,133.76140588496068,367683.0,135.56560880674357
12,126,133.73726354096644,370413.0,135.4081152259538
12,127,134.92573535763648,370432.0,134.9230610181952
12,128,135.69488731710888,368867.0,135.28352935813274
12,129,135.519856447515,364466.0,135.4387690873062
12,13,132.14535188546077,24795.0,141.65020026702268
12,130,135.65311338794845,368152.0,135.66064580544148
12,131,136.15996626294293,368734.0,134.99613034623218
12,132,137.18291941811316,368594.0,135.38622023672454
12,133,136.92530153850416,361065.0,135.03654477150602
12,134,137.05068852968188,373477.0,135.29202128854055
12,135,137.27314257518083,368844.0,135.28288807001383
12,136,135.4200070131145,356475.0,134.63442599208264
12,137,137.36059168831883,363705.0,135.66225522346107
12,138,136.78933585255044,371544.0,134.97586292863133
12,139,138.2268943897957,360789.0,135.62760053840887
12,14,130.7561899640701,40913.0,137.079942556247
12,140,137.64919449815673,365114.0,134.58926831531573
12,141,137.38467126370995,363422.0,134.9853841775754
12,142,136.526778726308,359035.0,133.75909592061743
12,143,136.47772434695403,359967.0,134.08172698896806
12,144,136.51150010009627,364649.0,134.2976709311589
12,145,135.386140470367,362653.0,133.4034779680585
12,146,134.64999228888055,363112.0,133.82224673739555
12,147,136.8266843214306,351180.0,134.3907210870859
12,148,135.11997318475537,359497.0,134.56564146376192
12,149,135.45446798810272,368488.0,134.4487544400273
12,15,136.501221001221,36036.0,150.96991576413959
12,150,135.83254064228922,358063.0,134.584154589372
12,151,136.79666673582562,337387.0,134.81022388260274
12,152,136.94602476793548,324371.0,134.42511085564132
12,153,136.9385264288648,316510.0,136.9255348863192
12,154,135.83708812075034,330467.0,134.72662088745483
12,155,136.33915076870338,326719.0,134.7484965084794
12,156,135.61854189831635,342651.0,133.53957919609863
12,157,139.28422049374365,295700.0,139.24666112850662
12,158,138.1850312844924,292637.0,139.3209900860088
12,159,134.92879496970914,348290.0,133.10657772650902
12,16,137.38203285420946,38960.0,153.41420276909335
12,160,136.0686573904519,363151.0,135.3829917550059
12,161,137.1216954499217,349972.0,134.72678754203832
12,162,136.6141276662811,355317.0,134.57716342062392
12,163,137.17189613275792,356378.0,134.32628708602326
12,164,136.788223131445,342417.0,134.0849007379432
12,165,137.7079181159769,353329.0,134.8448033707865
12,166,139.86990281177165,308062.0,135.29982642434143
12,167,135.65443411061432,349123.0,133.7654731702647
12,168,136.01926308443825,358250.0,133.84961406008787
12,169,137.24100520620323,361876.0,134.8524055139675
12,17,129.2863723532552,50581.0,133.81467517401393
12,170,139.87306682429926,290972.0,134.136352605715
12,171,138.85374668757024,144154.0,133.8542834267414
12,172,140.09456382919652,162081.0,137.36776859504133
12,173,141.78637002979477,132238.0,136.9196174427872
12,174,137.24851517058272,130318.0,132.7917932291379
12,175,137.6423879055624,34859.0,136.10256410256412
12,176,153.9049334170439,30263.0,137.62828330206378
12,177,142.65018118715867,39186.0,140.15984296130117
12,178,133.6785230213168,24347.0,139.63531287365484
12,179,142.5723895875987,6838.0,146.0981912144703
12,18,136.62337994979765,39042.0,154.35835214446954
12,180,143.1544585224278,292182.0,137.6890684001721
12,181,141.16940617091439,352071.0,134.2041622395713
12,182,141.6884299253905,348079.0,133.60902065120993
12,183,141.7724391593396,348821.0,134.28801197836168
12,184,142.68104692313858,349252.0,133.36200470772852
12,185,143.23120575539568,347500.0,131.94701798450347
12,186,143.20643630956596,338952.0,132.65680414425185
12,187,144.62539028202008,294979.0,133.70713639841412
12,188,144.26325133585206,347531.0,131.57066011099212
12,189,145.22271520323173,352504.0,134.23309925093633
12,19,136.74895239295503,31739.0,152.98571109622682
12,190,145.26875465814564,350193.0,133.1776519423183
