Position,Frame,mean_curved,volume_curved,mean_background,mask_mean,mask_area,mask_eccentricity,mask_centroid_x,mask_centroid_y,mask_total
37,100,151.9467568359784,47762.0,126.66051626976913,249.68210096889342,9805.0,0.9771751601278469,272.61121876593575,764.0056093829679,10031.0
38,100,125.68084639842122,9121.0,122.0145555363022,185.6523088863019,2577.0,0.9227086828901915,843.4707023670935,144.27706635622818,25876.0
39,100,166.56692913385828,381.0,117.43418013856812,463.4580152671756,131.0,0.7643361223441874,555.175572519084,221.1679389312977,131.0
3,100,153.67203088183686,19947.0,120.75198843094722,217.10753945061367,3422.0,0.8365597789210009,707.4342489772063,610.9436002337815,19377.0
40,100,137.72465328089422,24155.0,121.79203539823008,245.713436928702,6564.0,0.7366047137999762,474.919408897014,559.9407373552712,6564.0
41,100,121.71864892782352,177163.0,116.44726156600697,404.88587075575026,31955.0,0.9132392725259327,109.63583163824127,380.9263964950712,42868.0
42,100,122.23487354604632,215533.0,116.48398735770425,466.6307644370586,38512.0,0.9666347461240559,828.3758309098463,285.588829455754,77051.0
43,100,113.9009827554237,16179.0,114.70101857399641,735.7348661233993,3436.0,0.7891642284258154,604.6231082654249,265.75,7281.0
44,100,124.7948717948718,39.0,121.92222222222222,184.84615384615384,13.0,0.0,410.0,269.0,13.0
45,100,113.2017354735984,131261.0,115.70797651088819,1436.116059760534,28313.0,0.9852575461269854,1024.662663794017,884.2760216155123,56644.0
46,100,108.12006454714002,203882.0,112.74320251177394,680.7029279404411,35998.0,0.990338604721654,536.5676982054558,126.37332629590533,36060.0
47,100,114.0358690247887,14079.0,125.65561293829845,381.2797668609492,3603.0,0.5840167833133414,674.5770191507078,441.31695809048017,25007.0
48,100,124.08176100628931,318.0,119.24683544303798,163.0566037735849,106.0,0.8733455369219043,247.33962264150944,218.6320754716981,132.0
49,100,111.78754905458437,134544.0,113.68009032743696,1221.8728026067017,24859.0,0.9907442593772229,460.4655859045014,136.91359266261716,24859.0
4,100,128.94854734974496,9018.0,126.77274607113317,198.18988173455978,1522.0,0.8561141782463814,570.6925098554533,285.7792378449409,3501.0
50,100,111.56387772204477,82337.0,115.35919277963696,2044.5202459425027,18053.0,0.9780670259017831,872.3315792389077,571.4650196643217,18053.0
51,100,107.70519419747309,14959.0,107.45345971563981,209.1177811550152,2632.0,0.6626044384769515,589.0946048632219,545.5220364741641,2760.0
52,100,107.80943359247404,15307.0,108.42615454961134,226.7448905109489,2740.0,0.8557030856126557,529.7434306569343,643.5445255474452,2740.0
53,100,108.72802717253045,145441.0,114.85118188036786,372.2815589353612,26300.0,0.9900763477911385,837.8397338403042,1082.4298859315588,26609.0
54,100,108.79283860373961,18879.0,110.27885624344177,661.0599603567889,4036.0,0.7926618924411547,691.8632309217047,332.5032210109019,4036.0
55,100,,,,,,,,,
56,100,129.60714285714286,336.0,122.02783300198807,195.08045977011494,87.0,0.8484649956682772,512.8390804597701,668.448275862069,87.0
57,100,112.96261732949921,18431.0,111.94846577498033,199.2309376140095,2741.0,0.8043173357826016,658.2805545421379,654.4863188617293,2741.0
58,100,111.23715883100381,196750.0,116.58776450615413,820.6105292792793,35520.0,0.9809533483076622,392.1099099099099,735.9624718468468,35520.0
59,100,114.18929627221766,81523.0,116.83094698435514,2076.448486562942,17675.0,0.9888144084400462,297.7794625176803,1022.241810466761,17675.0
5,100,137.6498585027013,19435.0,125.21933809214795,189.33293269230768,3328.0,0.8560376964400488,619.8073918269231,443.0673076923077,18978.0
60,100,113.29467678837555,214720.0,116.28470987768964,433.3881431105855,33820.0,0.9771824067048589,256.097723240686,588.0421643997635,34750.0
61,100,109.08794494052732,203707.0,111.59611034401716,325.0415260978085,36459.0,0.9861102984969772,665.9873830878521,136.70550481362628,36459.0
62,100,129.57388553117266,73959.0,118.89139764881507,361.7950024863252,16088.0,0.7990472399367524,1056.9433117851815,912.0407757334659,32238.0
63,100,114.51719219174224,166849.0,116.33206752511478,420.9677169334457,29675.0,0.9277507086912948,711.726200505476,983.9895871946082,149435.0
64,100,112.50080617327832,194127.0,113.65341191066997,438.5107749393464,35035.0,0.9038049133341766,276.3649207934922,767.5427429713144,35035.0
65,100,113.06164183663081,147335.0,115.42228715842678,376.8365012726852,30251.0,0.9866401479085787,1040.1278965984595,559.634689762322,30251.0
66,100,128.40477735545872,64722.0,119.72072343632253,204.21505469699602,11518.0,0.7277087942518982,988.6912658447648,399.85544365341207,11518.0
67,100,,,,,,,,,
68,100,126.17763157894737,608.0,123.1004366812227,180.5,154.0,0.9835543194092311,285.987012987013,681.9025974025974,876.0
69,100,114.31829453501341,168564.0,115.02150245887739,269.4104422964265,27312.0,0.9702769435191628,237.26665934387816,1026.1191417691857,29920.0
6,100,147.98934962898298,11455.0,132.72493417054892,213.78287153652394,1985.0,0.8261635508377283,852.5788413098237,630.3944584382872,8234.0
70,100,113.69826897289683,147658.0,115.66524892720162,376.89223028317343,25638.0,0.9804714885112411,124.21955690771512,508.2441688119198,58105.0
71,100,127.48376623376623,616.0,123.52160168598525,192.83333333333334,168.0,0.9803623141504019,628.1964285714286,868.2202380952381,226.0
72,100,109.39439062461287,201805.0,112.56870621205044,304.9007672203018,35583.0,0.9641603845220084,396.90953545232276,125.33777365595931,35631.0
