Position,Frame,mean_curved,volume_curved,mean_background,mean_mip,volume_mip
62,100,153.40441977426008,172588,164.2154355746936,60606.865127229335,31007
6,100,139.5418661146808,208701,169.0253360910031,61024.00231262483,38052
70,100,148.01583056550058,162281,159.21543148698748,60604.759266230874,29219
73,100,155.42265651786326,145830,171.28130210070023,60767.84598705201,32283
7,100,136.82390317261522,206801,157.16749499969694,60723.93242322608,38164
8,100,130.86372126181865,309997,147.32693027608798,58885.67376067096,66770
9,100,137.22645215683207,230106,163.29274933412253,60627.485741689474,42747
10,101,134.72270631170963,212082,156.09280416317742,60179.910126582276,41080
11,101,138.3582042022102,147589,169.20889857881136,61078.04812369141,31045
12,101,136.73156184933396,159452,171.42730601157436,60856.35131669202,33531
13,101,137.40051560888722,213340,157.74232354932005,60724.837687548534,39923
14,101,135.8730199622158,151386,158.19773941125325,61010.1168946866,31430
15,101,134.82861902715558,169873,149.9011972818466,60952.78931833371,35912
16,101,133.23949421510065,323774,151.61011191047163,60401.06434920811,54111
17,101,133.4338399922622,279149,151.94295539121015,60075.87563289877,50166
18,101,133.20478170004873,219629,147.3750337665456,60587.654290247774,40965
19,101,136.58963636592648,158786,150.62367364193616,61267.102141933894,32494
1,101,138.51681954542704,231338,168.3725092874029,60818.815066442505,43421
20,101,134.36431909892528,294404,152.8846162853329,59073.81994873985,60866
21,101,137.4262438849149,189286,157.48949713558244,60986.86316033096,34566
22,101,132.25650411442382,312802,149.41033880006168,61057.726073446844,55033
23,101,130.42822810028443,333292,132.92425565354057,59801.036710583285,64668
24,101,128.8549263519492,192130,133.1488255444091,60461.77608671546,36072
25,101,131.7265236436506,276459,135.71732250105913,58237.03932790496,59932
26,101,131.62208348688156,276786,141.85598522167487,57120.419086354996,63679
27,101,135.18091010416947,259289,155.7581582733813,60656.41137984119,49368
28,101,142.9438773744853,231208,163.2861362553597,60842.224500096134,41608
29,101,149.0854299294122,219443,171.7599848636004,60945.93404311823,41421
2,101,137.19343578741572,231193,164.90337993275526,61092.30094405342,41629
30,101,141.35831996697326,295518,157.39505307188278,60601.941265302834,49664
31,101,149.37025741070957,226564,171.6088949879924,60854.82576474662,43315
33,101,152.03836673335618,180938,161.61709451199897,61046.06784588548,32677
34,101,145.93276314989768,296162,166.1486404032365,60774.5879671349,56595
35,101,148.72563439876936,258079,172.41847057845283,60780.023013135054,46669
37,101,142.67781650718774,267956,161.06939308244506,60393.640459612834,49694
38,101,147.34022561779713,279056,169.66480670653567,60694.028340161094,50529
39,101,146.33208277340563,253753,163.21244498715308,60288.62831034408,46181
3,101,137.17608037580808,207127,164.63973221236182,60905.97259487964,36599
41,101,149.07560711081754,224053,166.18818918365557,61102.2276962728,40352
43,101,144.6280846366858,309842,167.8167714782098,60858.18228377696,55452
44,101,144.85472911129173,273138,170.10036132389072,60585.22620297315,59062
45,101,147.56374120712115,287875,170.07290736607143,60533.34748005631,53275
46,101,146.62798329655317,298621,171.03549334172172,60904.871674632515,55445
47,101,149.91191632349862,300873,172.31165874405804,60787.00540724427,55851
49,101,143.40098104486634,261354,162.7939142076198,60655.88321698075,49562
4,101,142.39946829578597,166634,172.93958237642653,61323.613546871384,30221
50,101,151.4113752272828,225490,168.1773194024489,61044.957845376935,41585
5,101,133.35437594711527,227665,159.00271019594405,60828.37836897066,40220
62,101,152.7616280474545,165548,166.25909908530753,60455.39310641395,30231
6,101,135.57985565593088,162944,164.4411364872213,60972.23005845088,28571
70,101,148.7391877335612,166177,159.72333765112262,60593.70392718692,29665
73,101,160.10949619833542,169531,172.7033394495413,60917.242226115246,31966
7,101,136.68100949597542,207351,160.35898572287823,60023.35597155356,40919
8,101,130.11484768333656,293763,147.61294607505044,59505.74503565935,57208
9,101,132.7088835244865,269679,152.73852252252252,59904.396130815294,47762
10,102,135.4062122393713,233378,156.34172117334552,60245.05024902378,42767
11,102,138.91600151369605,171765,167.32186255488614,61171.13560353665,31216
12,102,136.39650935352827,159512,170.55124110063497,60807.883787273655,33301
13,102,135.23792549571934,252764,152.78082088804248,59971.661451762135,47556
14,102,136.34045081677618,155673,154.7161317697886,61074.685430878024,31958
15,102,136.46555267242067,163017,150.73290162689372,61268.931285296116,33821
16,102,134.84711181040416,254225,156.84275395727678,60771.49392804022,53113
17,102,134.00297293391415,290622,153.63964480091664,58238.930987758155,64206
18,102,137.3424639831736,224409,155.73396965247184,60508.862372502444,42942
19,102,134.17130895759016,201840,146.66430556800861,60886.41143152792,36723
1,102,138.9892986903253,236700,169.80739177550905,60945.108334278266,44095
20,102,130.4825027875461,303134,140.93067501869857,57843.90864527629,74052
21,102,133.1728703828285,252698,148.7031841518436,60086.05573435731,45053
22,102,133.32754283486724,328354,147.41209650539702,60260.36643463709,56171
23,102,130.89151935814368,346495,139.42049973418395,58870.207427181755,71548
24,102,128.7771308802981,188936,129.32049888071634,60714.19752763994,34461
25,102,131.325753599954,278198,135.3153984905302,59077.78931914113,54490
26,102,130.5364415266496,269610,131.14632507349853,60450.50095977759,45323
27,102,134.06468409860284,301898,150.19599051008305,59683.73377664907,59852
28,102,149.32167004803347,240041,170.1676366880496,60886.40924246466,44988
29,102,146.5689244319767,265218,168.42599221789882,61025.94649018255,47823
2,102,138.1498693209782,235692,168.15287107891817,61128.120768375484,42271
30,102,145.18856515502742,294206,167.61077092567447,61206.75744260134,45515
31,102,144.0727103428362,308223,161.55333949618674,60830.52541830758,50023
33,102,155.57154548559424,155181,163.7583392476934,61237.99742547846,32239
34,102,146.4828531252773,292998,168.2833213618733,60323.95237685005,58039
35,102,143.47755491521332,265136,165.15066136781542,60724.910784672276,49218
37,102,150.9004890007893,226789,175.1393421583367,60891.045450417725,44048
38,102,141.71985522233712,290100,162.95083596696912,60770.694629824764,51246
39,102,147.5824715345242,239325,166.70725962870603,60614.76643725625,43590
3,102,143.31456950130453,188572,172.52646230211965,61000.694061274866,34435
41,102,151.91241378727432,236624,169.60345550616455,61118.012906872675,42458
43,102,141.7921512685774,343495,160.73650318572433,60651.56863245247,58806
44,102,143.9210889149531,320576,167.78461458441694,60821.72021425971,57687
45,102,145.46560962050702,293207,164.94715249108953,60253.192472597766,57842
46,102,140.9990440584303,305458,165.39645380615917,61080.47232711387,54024
47,102,142.7591363681867,309669,164.28854776198799,60909.61694945848,55400
49,102,148.12896406702356,270114,167.49591561582997,60938.43689492326,50820
4,102,139.3539168746056,172727,169.66791374016165,61263.37037744256,31422
50,102,146.18779411701158,231413,162.84106019233053,60910.390848057395,41259
5,102,135.2399618090978,229374,161.52235307569174,60901.91345989813,41033
62,102,149.41975599474299,161308,161.4883121006469,60652.42940018998,29476
6,102,135.98697294380636,220541,165.40303867403316,60951.6934708592,39944
70,102,155.49545356526738,55648,164.06835081029553,60743.61022233161,12189
73,102,161.59223873691516,172910,174.2244782454899,61050.97662158345,31867
7,102,138.67411140003023,191903,163.44088460447972,60868.793002621496,39672
8,102,137.49138091849355,289474,161.61187676814868,60453.303517881955,54692
9,102,139.4799549065067,251034,166.82477504175873,60628.02463311275,47903
10,103,134.03849832903083,249855,153.48250514554542,59258.407258144565,50371
11,103,141.26727420150885,170196,169.6300629764667,61169.33677972107,31047
12,103,135.01448673433788,180579,163.86609714910102,60844.56175978079,32845
13,103,132.46917776686513,260656,149.81334230127294,60021.90405904059,45528
14,103,132.07590366246004,200794,146.7772883015174,59120.89239839438,39860
15,103,132.58325878197735,193379,142.55214057507987,60119.83815803029,38828
16,103,131.46404779851517,343609,147.682227394493,59126.02108230872,63845
17,103,134.84883372248558,296799,151.73449131513647,58832.418991671395,65197
18,103,134.1054434845538,265308,146.87129692299683,59242.2089384509,57840
19,103,135.0467630584864,222633,145.8112792539152,59496.06219781251,42606
1,103,135.3168663677645,243781,161.79877755454314,60372.97131435133,47027
20,103,134.0031196915653,277271,149.4131264852741,60838.109130571494,50884
21,103,134.38716643395458,230614,154.333056256494,60546.25518497439,43925
22,103,133.77600662810616,322264,147.89387393672686,60934.95068359375,59392
23,103,130.82922471820552,363829,142.29848534069683,59390.559445449435,65783
24,103,128.50888809411038,206906,126.33088863361904,59032.71689698033,41031
25,103,129.3880409174201,297966,130.46168508420595,60267.3667897991,50623
26,103,130.69825038129804,264229,140.52642706131078,60048.736331874374,52092
27,103,135.29677450374848,270377,157.75623212096446,60803.413670794755,49902
28,103,149.33913018176176,206204,171.71254355400697,61045.21824112601,38934
29,103,143.93027117206725,252349,164.4475528737734,60888.14552009144,45492
2,103,136.83664189038356,241898,164.38092183901344,60702.02134765537,44314
30,103,145.9598892986192,269554,169.70001736010647,61114.59390831326,48164
31,103,142.43389630420805,284621,161.03494887797106,60869.46780395014,49416
33,103,154.74776587898296,174901,161.62355903007818,60606.05000148725,33619
34,103,143.14110599695704,313509,163.66010472258586,60895.84522901779,56393
35,103,140.7112853197224,300151,160.3737274534697,60620.5087060571,48472
37,103,143.1996854512361,282945,162.72546623452527,60826.72261828861,51759
38,103,146.61494358597008,293544,169.09664180067628,60683.574028278555,52973
39,103,148.0385255648038,206045,171.3895214732911,60780.76291510389,36527
3,103,137.03121485164542,240943,160.97100766674515,61011.61110967775,38759
41,103,148.87198200891973,237451,163.69888784058097,60790.859766763846,41160
43,103,144.30495848970773,316548,168.30030607340703,60938.672743055555,56448
44,103,144.9989552610642,124433,170.74723549488056,61029.394597939645,27471
45,103,140.8841599444996,294052,163.52328918322297,60680.81998098859,52600
46,103,141.91345256004564,308432,164.54576827059572,60910.38114892633,56209
47,103,144.68323014433932,319317,167.45161535345352,60976.417725717474,57284
49,103,144.8187731875166,278706,163.83558445004644,60915.362882374,50278
4,103,140.83498542274052,190365,172.7538566023091,61207.9408411378,34382
50,103,149.85863154930058,234338,168.44743066643014,61100.608739338706,42795
5,103,140.4185953122439,244040,172.98132423054136,61211.07040190424,43692
62,103,146.36984611917313,159734,156.0583767520364,60834.114070581614,28421
6,103,141.55769954681227,204551,176.9397976218868,60642.200957361936,45124
70,103,148.59476631017213,91446,161.12603720848983,60359.14960976838,15888
73,103,155.5894046870791,167055,166.81240154661322,60969.31096641755,31177
7,103,135.4920305510484,223102,157.01516844023752,60311.12977673326,42550
8,103,135.91540270189458,294312,158.9631908348361,60453.467931010055,56472
9,103,132.85459642386363,287517,153.21402171133684,60356.26277162771,48780
10,104,132.59428653204253,258547,153.80399855349486,59927.8864523244,47152
11,104,140.61403532645673,146972,166.80093465606296,61051.373011447504,30487
12,104,135.34022817869416,181875,164.15414720778793,60885.692475095784,32625
13,104,135.07948709452967,241448,150.20598288401737,60202.57148842081,42965
14,104,134.6908324116725,164558,148.46864828830243,61023.10530501342,30179
15,104,129.14931870465404,226040,138.36103191518808,58288.41406567072,51743
16,104,130.80836637231934,355136,147.23150541665845,60588.33563863553,59862
17,104,131.16122427677905,249094,149.54880902381953,59988.67897340754,48510
18,104,133.40548669737436,275284,146.77293849874343,55836.48898420479,73440
19,104,132.76763393167502,215763,142.4947717125162,60466.46540227108,41390
1,104,140.2314312223502,223103,169.5003557513129,60759.86657480222,42091
20,104,133.43614898982077,322814,147.23740638373752,58018.482885311016,70495
21,104,134.47554007971854,222282,156.088,60745.40818473252,39928
22,104,135.4282299832027,285760,152.44458767039413,61182.8932290789,59342
23,104,131.14064132010137,370517,142.4753223207091,60357.43406655386,62055
24,104,130.2266801731727,165846,126.53838686190437,60954.10942154387,35249
25,104,128.10389542891298,307848,123.78410319233264,59828.97895024603,54870
26,104,131.63574811367508,304693,139.7411982995514,60055.91252890515,54921
27,104,132.91455357301692,281065,150.42063835308363,60446.022125279174,47909
28,104,147.16886670207117,235375,171.73476398020242,60858.08179898067,43558
29,104,147.1534329870788,256555,168.88620169707005,61061.802894135566,45955
2,104,136.98393016449376,255572,164.82282119420793,60842.0671011033,46497
30,104,143.06464846900423,328577,165.77661249303654,61115.05684382538,51404
31,104,143.82589994774887,288989,163.37442339778192,61144.87082170664,51247
33,104,160.09971782726998,198460,165.51626491926046,60238.12164288712,38128
34,104,143.23429263185852,323813,165.64008205128206,61083.79195901736,59147
35,104,146.99364554286785,282951,170.88050084778922,60680.29135812195,50776
37,104,142.02180699327715,289907,160.43261481234202,60794.27870481476,53336
38,104,141.27456713679624,279072,163.42663231668467,60521.49554013875,51459
39,104,142.8742154579953,248234,161.6160420041334,60677.473913623624,44966
3,104,138.0733210838229,193205,169.48941287947812,60781.01891937958,41069
41,104,146.1105206589596,267027,162.01189393939393,61121.536945472944,43483
43,104,143.26967925491513,321252,165.8299816725666,60872.220769402586,58201
44,104,143.62339732153475,252234,168.54323103800638,60855.25303296564,47231
45,104,139.32607536378725,300038,157.2045131124212,60689.68042895442,54085
46,104,144.17220034304003,313083,168.19201224679477,60821.52982545331,59010
47,104,142.78732195361295,271067,169.274987967271,60978.44397654306,57467
49,104,148.50650859821,285699,172.11144496039333,60949.288346015215,52437
4,104,142.25695692722906,191931,173.29421969101858,61167.23388037203,35159
50,104,147.54202263219477,249556,169.2192635680804,60754.71447949187,46445
5,104,132.62812920486905,255656,157.3076647761687,60806.85554024798,45729
62,104,148.32779476505908,171043,156.5419508641812,60823.62346253574,30082
6,104,138.70107650254783,237064,172.02773192472765,61051.16082502961,43053
70,104,154.75983141215352,173678,164.2681536139527,60630.45228605683,30861
73,104,156.26997562990218,146491,165.53929415667898,61108.184724399165,30624
7,104,137.47005631155494,261758,158.90241151769646,59832.88761915924,51192
8,104,131.30484402293055,341204,150.1727837504406,59202.47972896118,61541
9,104,132.33046950305237,298784,152.85077287600134,59937.97274253485,53013
10,105,141.16167328502192,194157,166.13373104648272,60999.839540992674,36165
11,105,138.73393328103865,161903,167.7343160781625,61027.26302059908,33351
12,105,135.96991754046624,176814,163.4901804670913,60935.96947557427,32302
13,105,132.9596516474597,255029,148.85334398539146,59698.45473821562,49048
14,105,134.53730890071822,161369,150.61277242777496,60985.469732005215,33732
15,105,130.82169828869047,215040,139.57998199279712,60935.97203867643,39197
16,105,130.73553333950446,324090,147.25058421272723,60553.75117949046,62527
17,105,135.2756304466456,302365,153.48870941539604,60105.141398581356,55828
18,105,133.37841181419088,282914,146.76078760955696,59056.248274599544,54625
19,105,136.43123069808482,188129,151.62858191157585,60414.84834705666,40685
1,105,137.4809877946336,242844,164.92091863984334,60901.44796016345,44783
20,105,133.3716402306061,334770,145.90432640014205,58107.2172512115,78209
21,105,133.99187761185544,246233,153.7438134384699,60329.73870911546,45922
22,105,133.1913033909697,336246,146.07570137661497,61166.15198281235,60974
23,105,131.22622004287928,329763,136.69842138168178,60781.55766397066,61078
24,105,130.4861175818081,180300,126.13522487171748,60909.9479506379,38329
25,105,130.61708263090514,315572,132.40087945136816,57839.17812762777,64218
26,105,131.05582701232422,285292,138.65937994790337,59522.262319195885,53027
27,105,132.63241555399082,303922,151.59316076375444,60444.944900397626,51053
28,105,146.2815199417186,259431,165.25804279515188,60711.13885508278,43549
29,105,144.03043298580397,275852,165.86598654583867,60885.91440459679,50470
2,105,137.80499365701763,260130,167.66298464597372,60942.074731987035,48132
30,105,141.66628340644263,310494,163.63614004266532,61106.42844687512,50466
31,105,140.702781859709,294659,157.70975661827498,60817.08755481627,52904
33,105,153.3681663780979,196949,167.035867029549,61265.74993661079,35495
34,105,145.04040908698897,336261,165.80358458138963,60637.32625758116,67272
35,105,143.04424230930255,279461,164.8137970477695,60683.084055339554,50669
37,105,150.65035803816676,250113,176.05625804497615,61158.403051638736,52693
38,105,144.77298972159116,307246,167.7299337352399,60451.86895527603,57240
39,105,148.8168345360869,116261,172.79197060571676,60489.1723265231,21732
3,105,137.34023295134324,266150,160.4517984581235,60897.86016810647,42830
41,105,149.33521084420747,252817,168.82875951098572,61055.593033854166,46080
43,105,145.5955861471085,267612,168.04755385177072,60955.428928029396,50076
44,105,143.55612763813681,315611,165.88981199186992,60749.623294322075,58701
45,105,144.2715776415645,274080,165.43086862075776,60754.7686739756,56643
46,105,141.8976180156912,339171,167.42050979466603,60957.610162649486,59453
47,105,142.51304748133867,323664,165.02456554662834,60907.19960209984,59814
49,105,139.47023489584808,318141,156.48723281036118,60688.71073943662,51120
4,105,136.90264409340045,201241,163.36915988327445,61129.23411417377,36243
50,105,151.08243413838542,217046,172.6646393582747,61120.87518368242,45595
5,105,133.204724559915,261654,161.33312047088876,60875.52659105094,46463
62,105,161.9231291906514,156002,173.21911413476153,60935.786441809985,29945
6,105,133.39156602302953,248898,162.72845631040119,60881.74069066407,45116
70,105,152.02811355185707,145766,161.4473126324978,60725.538871901634,30742
73,105,158.83958259870184,153138,171.341299876594,61057.98625185368,32368
7,105,134.23197135218984,242392,156.85837655965233,60324.75970340733,45989
8,105,130.94571384368714,355505,149.31944084348802,60744.40669822527,56403
9,105,137.72789173358316,271109,166.30775237633628,60854.13683878348,50702
10,106,140.49516289094132,164251,166.1380135291206,60725.83655810983,31320
11,106,138.74896330237456,170011,165.78550671994188,60813.01356775397,35378
12,106,136.4166981595023,177289,164.54824153491094,60999.287867999876,32303
13,106,129.77342148669072,289798,145.95654897637007,59573.454423641706,54480
14,106,134.450921766152,195657,147.43025237100144,60932.49226195438,35991
15,106,130.57356069072426,249651,134.31480171760546,59554.61022774237,45973
16,106,130.85285988368608,333580,148.4554831704669,60859.81611371314,61277
17,106,132.5034567061971,320681,151.08907762196327,58289.87856334686,72474
18,106,129.95636596900442,293074,141.3130243754236,58135.947232947234,66045
19,106,133.35662333174966,231530,148.89795561768304,60140.095897329935,43557
1,106,135.58372851827238,266331,163.47622908727263,60848.311153475595,48783
20,106,132.80242286850202,293784,151.57921423030035,60458.05205377412,56384
21,106,132.2344731625629,286037,150.50765569790642,60228.99705841707,50653
22,106,131.99092846082698,388137,141.98932900802458,60507.446336691064,68995
23,106,129.16005738451494,387561,130.17552344802252,59840.03729383948,68939
24,106,135.3307495901309,186035,138.5136107746027,60802.190102081666,39968
25,106,133.2410685278922,286263,143.79634457875747,60052.007581746315,55660
26,106,128.52499374671922,283851,137.75706423960207,59339.44750046776,58791
27,106,135.08589780228206,286934,153.90701805474666,60301.06343759545,55661
28,106,147.8870414653849,186927,169.3134955014995,60864.214408233274,29733
29,106,148.75075585789872,269892,172.31122708039493,61098.17634023007,49637
2,106,134.99237401527452,266064,161.86179241156057,60739.13819460056,48931
30,106,140.23859087724077,352503,161.37284314575567,61097.49965872826,54209
31,106,142.1495138587546,294976,160.04667711357155,60712.52136217211,54325
33,106,151.12835800097542,200938,162.88621224564284,61213.4481352615,36788
34,106,142.90630421405055,287633,166.07487261052694,60874.66661991366,64167
35,106,141.66249869995673,298067,163.1049550994227,60487.363672756386,54956
37,106,141.7476010994618,303785,165.98089589839137,60979.89033249006,55340
38,106,138.66733833086047,308686,159.29410086718394,60790.54779566974,49743
39,106,147.3087727728644,262209,166.59176149630102,60606.55447478735,49142
3,106,135.17506640555146,229273,161.73839866126022,60728.12528990991,40961
41,106,148.7326754419766,259516,169.80257914545052,60985.6893539847,47971
43,106,145.64943765855324,281057,171.72528442526482,60970.226003431686,59446
44,106,140.83674854886343,353516,164.96876505153645,60673.58807088865,62972
45,106,141.30967086686917,326889,164.36890414627615,60768.94561943933,58109
46,106,140.93318622042418,334437,165.7507734792503,60813.387077480154,61861
47,106,141.83463927475378,339857,165.59826408864654,60928.012920316585,61531
49,106,145.65308482416162,294020,165.3784770560269,60694.020319461044,55218
4,106,139.55957870623973,200810,168.90134136858475,61139.908122613844,36146
50,106,146.5331862819866,255693,164.01184625730693,60936.07249503024,47286
5,106,134.36956324960397,265140,160.7821488785572,60978.7205906822,48080
62,106,160.61426521673462,132420,171.43518477734222,60971.15625420762,29708
6,106,136.21346167977075,231353,165.0143504005573,60912.54619999033,41342
70,106,151.94823643397046,140369,161.6652380952381,60850.78796788794,30269
73,106,156.13310322361536,144279,164.99613484025636,60896.624426583025,25505
7,106,133.5229751603685,250205,155.30816828264412,60494.84297416773,47731
8,106,132.24811889994712,332784,149.51421516923963,60621.89163519014,54538
9,106,135.558447935384,281045,159.24359845317727,60283.0670986428,53861
10,107,132.82992869644892,255387,156.39904692280615,60415.897337780596,48869
11,107,143.13859953197127,171357,173.14983115548378,61129.77787091366,35790
12,107,137.24581671715703,175281,163.54363823933974,61095.1474085991,31701
13,107,134.27367228579163,280708,155.12846950865958,59125.846191088334,59899
14,107,134.9541136032287,207142,150.44913280627566,60857.78818286141,37471
15,107,131.4941123417291,257233,140.8363689207518,59859.64460691793,50333
16,107,130.09413055210118,340952,148.96439909297052,60690.64707483865,62441
17,107,133.1001496317952,289377,152.36065878109585,60735.614311215184,52099
18,107,135.4541206573348,292332,147.89450446218882,57686.79675650288,72391
19,107,133.5905532683339,241438,148.67728250130762,60650.689436905006,39496
1,107,137.32631400437234,271251,165.60523789204183,61105.02974333884,49053
20,107,132.109999636485,302601,149.847263537526,60088.52269934403,57777
21,107,136.26749255321246,253465,156.77439189800162,60689.801953561524,48322
22,107,130.67244504024532,347618,145.72402774530434,61134.900803604236,62593
23,107,128.6463474461507,391370,128.42165594919518,58481.20037939659,82763
24,107,132.71354723423266,250708,138.64527194988565,59560.18230727035,47398
25,107,131.01801305144937,311996,140.73195116817513,60399.05732722342,53465
26,107,130.71663144905278,301459,143.7790527853119,61058.63155003381,47328
27,107,131.15772073628557,307924,151.7484173006331,59984.76269912589,61205
28,107,145.16196823924886,258810,165.31637026903786,60895.21718287549,47978
29,107,147.75739255097312,276224,166.94260273296828,60953.795138555026,52001
2,107,138.3261271221093,264124,168.48023617153513,61022.99624860376,47449
30,107,140.50379300840095,333772,160.99586973391072,60995.90204651163,53750
31,107,142.93699910803505,298218,160.037148905411,60573.92299235775,56397
33,107,146.65236180760388,209183,158.52053326984884,61112.30737953795,37875
34,107,145.27952313710693,339217,167.57161523771234,60948.23680692597,62836
35,107,140.59110478765984,297306,162.50325723340572,60601.446501553815,53095
37,107,141.810346814908,303649,162.32329069370388,60867.443196365144,55463
38,107,143.3015869260013,253572,168.631125025844,60699.481658519704,46234
39,107,147.57866223101408,257309,171.48403736233095,60731.59162303665,46413
3,107,140.18700557591987,244982,173.47500291341336,61100.00529017154,44422
41,107,145.65555297667402,258510,163.67161311877052,60840.13436407142,48897
43,107,142.0230786161215,286239,163.81289213320463,60429.58470757929,67249
44,107,137.55342438542846,332264,163.26583445040214,60808.2476456226,60207
45,107,143.92841708632452,335988,168.64072575701852,60705.029062042755,59459
46,107,139.4815336552116,352100,164.61727281140108,60883.183719339395,61398
47,107,141.39138045895135,346747,164.5890886605784,60880.28752005133,62340
49,107,147.4494099842793,306602,170.47865284974094,61105.49541972171,54691
4,107,139.01535786728485,213962,168.7998355313252,61036.03002949096,38995
50,107,147.07880937180562,270983,168.52453237220806,61009.66027493395,48448
5,107,136.7524749925502,271819,166.9489235620311,60957.944999181535,48872
62,107,160.78849351295446,152766,171.34386890186477,61067.027802628865,29062
6,107,135.84088178309128,266324,168.92674752633258,61041.37008575335,48278
70,107,152.53231645696135,180094,158.64800075206819,60928.86267136963,30052
73,107,162.27659795857696,201820,174.51937913299045,61152.77905836194,36702
7,107,133.175961774463,252606,157.07591190040915,60285.47935590421,48440
8,107,135.01771348821336,328168,157.09399031614925,60757.01230423206,60467
9,107,138.209406408685,285550,163.2505229710049,60923.05855855856,52392
10,108,133.8279433282181,280210,154.95172783694736,59606.03784444653,53165
11,108,137.3114225122506,207949,162.8460611759175,60896.527125044144,36811
12,108,139.2123609378164,153079,171.68033099936346,61281.17210201409,32074
13,108,135.5154287486432,316001,147.85086858167227,55654.70245923199,60832
14,108,136.1721586927818,209789,152.44332355099047,60575.77592039801,40200
15,108,134.4743039244205,230327,147.0118643567571,60936.43603943379,41893
16,108,129.08839889146898,356147,144.0813212961019,61101.664539639096,62842
17,108,134.4499039262698,294045,151.4966771418268,60627.24316252466,55247
18,108,133.98381388758605,304891,147.5464633088269,58855.88359914685,62826
19,108,134.8198793450158,274999,148.56142365097588,60281.378724747476,47520
1,108,134.74441422331282,270598,160.6826792162434,59324.57601750243,57592
20,108,131.466280758973,314583,147.87144772809324,59991.56876471611,63281
21,108,132.55844269818226,273473,152.14787225397512,60266.398190750995,51292
22,108,131.2318946012096,324406,152.94123904705916,61129.13346863143,56665
23,108,129.61533482405554,407856,139.19871217492957,59921.779180584905,73345
24,108,132.19442025094952,251445,139.431955922865,59590.35995751461,47075
25,108,130.14728834593132,310235,140.5776707932141,59150.69321262879,66388
26,108,130.21885967861226,297460,141.0366151565888,60599.66277125143,49032
27,108,131.99053739699562,329719,150.2311887663187,60404.47037894228,57898
28,108,147.67055034981837,278859,172.27727002631505,60915.565967704904,52268
29,108,142.94533870128367,276704,165.56601579967207,61042.90230045451,50164
2,108,132.8653764616095,318399,157.11450682919343,60823.269120025245,50706
30,108,140.84173004260794,310975,161.45299123192717,60600.977929946464,59583
31,108,142.3602901534088,306045,161.2458701498271,60886.94047298389,55689
33,108,151.09296060684744,215672,165.7483121228416,61114.08544472343,39429
34,108,140.16043151143975,356607,161.83574176597543,61006.803113926435,63778
